"","taxon_oid","NCBI.Assembly.Accession","Species","Biotic.Relationships","Habitat","Isolation","Phenotype","Relevance","Host.Name","Diseases","Ecosystem","Ecosystem.Category","Ecosystem.Subtype","Ecosystem.Type","Specific.Ecosystem"
"3024",2888761234,"GCA_003950255.1","Pseudomonas aeruginosa",NA,NA,"sputum",NA,"Medical","Homo sapiens",NA,"Host-associated","Mammals: Human","Sputum/Phlegm","Respiratory system","Unclassified"
"3025",8010962061,"GCA_003834445.1","Pseudomonas aeruginosa",NA,NA,NA,NA,"Model Organism","Homo sapiens",NA,"Host-associated","Mammals: Human","Unclassified","Unclassified","Unclassified"
"3026",2609459675,"GCA_900110195.1","Pseudomonas sp. ok266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3027",2684622757,"GCA_001375415.1","Pseudomonas aeruginosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3028",8044588156,"GCA_003701725.1","Pseudomonas savastanoi",NA,NA,NA,NA,"Evolution","Prunus yedoensis",NA,"Host-associated","Plants","Unclassified","Unclassified","Unclassified"
"3029",2718218271,"GCA_001913235.1","Pseudomonas syringae",NA,NA,"Research orchard",NA,"Agricultural",NA,NA,"Host-associated","Plants","Phylloplane/Leaf","Phyllosphere","Unclassified"
"3030",2795385507,"GCA_002883585.1","Pseudomonas sp. FW305-124",NA,NA,"Groundwater from well: FW305",NA,"Environmental",NA,NA,"Environmental","Aquatic","Groundwater","Freshwater","Unclassified"
"3031",2791355605,"GCA_002883055.1","Pseudomonas sp. GW460-C2",NA,NA,"Groundwater from well: GW460",NA,"Environmental",NA,NA,"Environmental","Aquatic","Groundwater","Freshwater","Unclassified"
"3032",2551306350,"GCA_000292285.1","Pseudomonas sp. S13.1.2",NA,NA,NA,NA,NA,NA,NA,"Environmental","Terrestrial","Unclassified","Soil","Unclassified"
"3033",2684623051,"GCA_001516005.1","Pseudomonas aeruginosa",NA,NA,NA,NA,"Medical",NA,NA,NA,NA,NA,NA,NA
"3034",8061545008,"GCA_900589435.1","Pseudomonas viridiflava",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3035",2728368921,"GCA_001535735.1","Pseudomonas amygdali",NA,NA,"Plant material",NA,"Evolution",NA,NA,"Host-associated","Plants","Unclassified","Unclassified","Unclassified"
"3036",2681813358,"GCA_001181885.1","Pseudomonas aeruginosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3037",2523533534,"GCA_000425745.1","Pseudomonas cremoricolorata",NA,"Plants, Rice paddies","Oryza sativa",NA,"GEBA-KMG, Tree of Life","Oryza sativa",NA,"Host-associated","Plants","Unclassified","Unclassified","Unclassified"
"3038",2582580910,"GCA_000481785.1","Pseudomonas aeruginosa",NA,NA,NA,NA,"Medical","Homo sapiens",NA,"Host-associated","Mammals: Human","Unclassified","Unclassified","Unclassified"
"3040",2609460090,"GCA_000615565.1","Pseudomonas aeruginosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3041",2791355521,"GCA_003052605.1","Pseudomonas indoloxydans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3042",2980630318,"GCA_003812885.1","Pseudomonas aeruginosa",NA,NA,NA,NA,"Medical","Homo sapiens",NA,"Host-associated","Mammals: Human","Unclassified","Unclassified","Unclassified"
"3043",8019769354,NA,"unclassified",NA,"Rhizosphere","Rhizosphere of finger millet, Dharmapuri",NA,NA,"Eleusine coracana",NA,"Host-associated","Plants","Rhizosphere","Roots","Unclassified"
"3044",8035152763,"GCA_001043065.1","Pseudomonas helleri",NA,NA,"raw milk",NA,"Evolution",NA,NA,"Engineered","Food production","Unclassified","Dairy products","Unclassified"
"3045",8035463502,"GCA_002269115.1","Pseudomonas lundensis",NA,NA,"aerobically stored beef",NA,NA,NA,NA,"Engineered","Food production","Unclassified","Meat products","Unclassified"
"3046",8055878733,"GCA_017848315.1","Pseudomonas palmensis",NA,NA,"rhizosphere",NA,"Agricultural","Nicotiana glauca",NA,"Host-associated","Plants","Rhizosphere","Roots","Unclassified"
"3047",2687453472,"GCA_001516345.1","Pseudomonas aeruginosa",NA,NA,NA,NA,"Medical",NA,NA,NA,NA,NA,NA,NA
"3048",2579778586,"GCA_000480985.1","Pseudomonas aeruginosa",NA,NA,NA,NA,"Medical","Homo sapiens",NA,"Host-associated","Mammals: Human","Unclassified","Unclassified","Unclassified"
"3049",8058083673,"GCA_029457395.1","Pseudomonas nitroreducens",NA,NA,NA,NA,NA,"Cotton",NA,NA,NA,NA,NA,NA
"3050",2864847319,NA,"Pseudomonas alcaligenes",NA,NA,"H. comalensis gut",NA,NA,"Heterelmis comalensis",NA,"Host-associated","Arthropoda: Insects","Hindgut","Digestive system","Fecal"
"3051",2648501301,"GCA_001297075.1","Pseudomonas libanensis",NA,NA,NA,NA,"Environmental",NA,NA,NA,NA,NA,NA,NA
"3052",2788499836,NA,"Pseudomonas sp. LP_7_YM",NA,NA,"Lodgepole pine tissue",NA,NA,NA,NA,"Host-associated","Plants","Unclassified","Unclassified","Unclassified"
"3053",2548876751,"GCA_000344455.1","Pseudomonas syringae",NA,"Plants","Isolate obtained in Te Puke, New Zealand","Pathogen","Agricultural","Actinidia","Bacterial canker","Host-associated","Plants","Unclassified","Unclassified","Unclassified"
"3054",8061724325,"GCA_900581535.1","Pseudomonas viridiflava",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3055",2728369079,"GCA_001560865.1","Pseudomonas aeruginosa",NA,NA,"wound",NA,"Medical",NA,NA,NA,NA,NA,NA,NA
"3056",2870331525,"GCA_002104595.1","Pseudomonas aeruginosa",NA,NA,"sputum",NA,"Medical","Homo sapiens",NA,"Host-associated","Mammals: Human","Sputum/Phlegm","Respiratory system","Unclassified"
"3057",8052418860,"GCA_900598795.1","Pseudomonas viridiflava",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3058",8044023044,"GCA_003416445.1","Pseudomonas coronafaciens",NA,NA,NA,NA,"Evolution","Coffea arabica",NA,"Host-associated","Plants","Unclassified","Unclassified","Unclassified"
"3059",2505313041,NA,"Pseudomonas syringae","Free living","Plants","Phaseolus vulgaris",NA,"Evolution, Plant Pathogen","Phaseolus vulgaris","Blight disease","Host-associated","Plants","Unclassified","Unclassified","Unclassified"
"3060",8044211734,"GCA_003702375.1","Pseudomonas savastanoi",NA,NA,NA,NA,"Evolution",NA,NA,NA,NA,NA,NA,NA
"3061",2880199838,"GCA_003813005.1","Pseudomonas aeruginosa",NA,NA,"Endotracheal aspirate",NA,"Medical","Homo sapiens",NA,"Host-associated","Mammals: Human","Unclassified","Unclassified","Unclassified"
"3062",2228664007,"GCA_012932895.1","Pseudomonas sp. KD5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3063",2695420612,"GCA_001538055.1","Pseudomonas amygdali",NA,NA,"Plant material",NA,"Evolution",NA,NA,"Host-associated","Plants","Unclassified","Unclassified","Unclassified"
"3064",2554235138,"GCA_000364705.1","Pseudomonas fuscovaginae",NA,NA,NA,NA,"Agricultural","Oryza sativa",NA,"Host-associated","Plants","Unclassified","Unclassified","Unclassified"
"3065",8044564760,"GCA_003412995.1","Pseudomonas savastanoi",NA,NA,NA,NA,"Evolution","Phaseolus vulgaris",NA,"Host-associated","Plants","Unclassified","Unclassified","Unclassified"
"3066",8044169210,"GCA_001400895.1","Pseudomonas coronafaciens",NA,NA,NA,NA,"Evolution","Oryza sativa",NA,"Host-associated","Plants","Unclassified","Unclassified","Unclassified"
"3067",2563367051,"GCA_000416505.1","Pseudomonas syringae",NA,NA,NA,NA,NA,"Actinidia",NA,"Host-associated","Plants","Unclassified","Unclassified","Unclassified"
"3068",2579779132,"GCA_000481845.1","Pseudomonas aeruginosa",NA,NA,NA,NA,"Medical","Homo sapiens",NA,"Host-associated","Mammals: Human","Unclassified","Unclassified","Unclassified"
"3069",2972076269,"GCA_002024305.1","Pseudomonas syringae",NA,NA,NA,NA,"Agricultural",NA,NA,NA,NA,NA,NA,NA
"3070",2908452937,"GCA_003850465.1","Pseudomonas chlororaphis",NA,NA,"avocado rhizosphere",NA,"Agricultural","Persea americana",NA,"Host-associated","Plants","Unclassified","Unclassified","Unclassified"
"3071",2872520801,"GCA_003411785.2","Pseudomonas aeruginosa",NA,NA,"blood",NA,"Medical","Homo sapiens",NA,"Host-associated","Mammals: Human","Blood","Circulatory system","Unclassified"
"3072",2849857281,"GCA_003288435.1","Pseudomonas aeruginosa",NA,NA,NA,NA,"Medical",NA,NA,NA,NA,NA,NA,NA
"3073",2791355556,"GCA_002884395.1","Pseudomonas sp. FW305-127",NA,NA,"Groundwater from well: FW305",NA,"Environmental",NA,NA,"Environmental","Aquatic","Groundwater","Freshwater","Unclassified"
"3074",2808606389,NA,"Pseudomonas sp. SJZ101",NA,NA,"rhizosphere soil",NA,NA,"Ammophila breviligulata",NA,"Host-associated","Plants","Rhizosphere","Roots","Soil"
"3075",2551306150,"GCA_000287875.1","Pseudomonas aeruginosa",NA,NA,"sputum",NA,NA,"Homo sapiens",NA,"Host-associated","Mammals: Human","Sputum/Phlegm","Respiratory system","Unclassified"
"3076",2687453791,"GCA_900107325.1","Pseudomonas sp. PDC86",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3077",8070843689,"GCA_004372875.1","Pseudomonas aeruginosa",NA,NA,"sandy soil contaminated with hydrocarbons for 50 years",NA,"Model Organism",NA,NA,"Environmental","Terrestrial","Unclassified","Soil","Oil-contaminated"
"3078",2886047063,"GCA_004402115.1","Pseudomonas sp. F01002",NA,NA,"soil",NA,NA,NA,NA,"Environmental","Terrestrial","Unclassified","Soil","Unclassified"
"3079",2886237313,"GCA_002112485.1","Pseudomonas sp. R32(2017)",NA,NA,"rhizosphere soil from sugare cane field",NA,"Agricultural",NA,NA,"Environmental","Terrestrial","Loam","Soil","Agricultural soil"
"3080",2579778655,"GCA_000480805.1","Pseudomonas aeruginosa",NA,NA,NA,NA,"Medical","Homo sapiens",NA,"Host-associated","Mammals: Human","Unclassified","Unclassified","Unclassified"
"3081",2731957911,"GCA_001476825.1","Pseudomonas psychrotolerans",NA,NA,NA,NA,"Evolution",NA,NA,NA,NA,NA,NA,NA
"3082",2643221503,NA,"unclassified",NA,NA,"Plant roots",NA,NA,"Arabidopsis thaliana",NA,"Host-associated","Plants","Unclassified","Unclassified","Unclassified"
"3083",2617271064,"GCA_000731675.1","Pseudomonas capeferrum",NA,NA,NA,NA,"Agricultural",NA,NA,NA,NA,NA,NA,NA
"3084",2744054431,"GCA_001280445.1","Pseudomonas sp. 655",NA,NA,"agricultural soil",NA,"Agricultural",NA,NA,"Environmental","Terrestrial","Unclassified","Agricultural field","Unclassified"
"3085",2574180030,"GCA_000474255.1","Pseudomonas alcaligenes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3086",2660238712,"GCA_001467305.1","Pseudomonas putida",NA,NA,NA,NA,"Agricultural",NA,NA,NA,NA,NA,NA,NA
"3087",2700989386,"GCA_001086635.1","Pseudomonas aeruginosa",NA,NA,"Associated Infection",NA,"Medical",NA,NA,"Host-associated","Mammals: Human","Unclassified","Unclassified","Unclassified"
"3088",2823099133,"GCA_002905695.1","Pseudomonas avellanae",NA,NA,NA,NA,"Agricultural","Prunus avium",NA,"Host-associated","Plants","Unclassified","Unclassified","Unclassified"
"3089",2938990481,"GCA_002117025.1","Pseudomonas aeruginosa",NA,NA,"cow manure",NA,"Environmental",NA,NA,"Engineered","Solid waste","Manure","Animal waste","Unclassified"
"3090",2521172667,"GCA_000378525.1","Pseudomonas sp. 35MFCvi1.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3091",2767802271,"GCA_900004795.1","Pseudomonas sp. 24 R 17",NA,NA,NA,NA,NA,NA,NA,"Environmental","Terrestrial","Unclassified","Soil","Unclassified"
"3092",2565956780,"GCA_000510895","Pseudomonas sp. FH1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3093",2667527385,"GCA_900105675.1","Pseudomonas synxantha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3094",2630968522,"GCA_001027965.1","Pseudomonas putida",NA,NA,NA,NA,"Environmental",NA,NA,NA,NA,NA,NA,NA
"3095",2636415696,"GCA_001021695.1","Pseudomonas fluorescens",NA,NA,NA,NA,"Medical",NA,NA,NA,NA,NA,NA,NA
"3096",8073347426,"GCA_003976175.1","Pseudomonas aeruginosa",NA,NA,"Sea water (coastal)",NA,"Model Organism",NA,NA,"Environmental","Aquatic","Unclassified","Marine","Unclassified"
"3097",2808606445,NA,"Pseudomonas sp. SJZ131",NA,NA,"rhizosphere soil",NA,NA,"Ammophila breviligulata",NA,"Host-associated","Plants","Rhizosphere","Roots","Soil"
"3098",8070831459,"GCA_004372615.1","Pseudomonas aeruginosa",NA,NA,"sandy soil contaminated with hydrocarbons for 50 years",NA,"Model Organism",NA,NA,"Environmental","Terrestrial","Unclassified","Soil","Oil-contaminated"
"3099",2881882499,"GCA_003105155.1","Pseudomonas sp. SDI",NA,NA,"Freshwater creek",NA,NA,NA,NA,"Environmental","Aquatic","Unclassified","Freshwater","Unclassified"
"3100",2828778552,NA,"unclassified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3101",2671180290,"GCA_001467175.1","Pseudomonas sp. ABAC61",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3102",2565956578,"GCA_000583915.1","Pseudomonas aeruginosa",NA,NA,NA,NA,"Medical",NA,NA,NA,NA,NA,NA,NA
"3104",2881812976,"GCA_002113445.1","Pseudomonas sp. R27(2017)",NA,NA,"rhizosphere soil from sugare cane field",NA,"Agricultural",NA,NA,"Environmental","Terrestrial","Loam","Soil","Agricultural soil"
"3105",2576861022,"GCA_000629365.1","Pseudomonas aeruginosa",NA,NA,NA,NA,"Medical","Homo sapiens",NA,"Host-associated","Mammals: Human","Unclassified","Unclassified","Unclassified"
"3106",2511231032,"GCA_000282235.1","Pseudomonas sp. GM24",NA,"Root nodule",NA,NA,"Agricultural","Populus deltoides",NA,"Host-associated","Plants","Unclassified","Unclassified","Unclassified"
"3107",2724679040,"GCA_001469435.1","Pseudomonas aeruginosa",NA,NA,"contaminated soil",NA,"Environmental",NA,NA,"Environmental","Terrestrial","Garden","Soil","Unclassified"
"3108",8070886601,"GCA_004374415.1","Pseudomonas aeruginosa",NA,NA,"sputum",NA,"Model Organism","Homo sapiens","Cystic Fibrosis","Host-associated","Mammals: Human","Sputum/Phlegm","Respiratory system","Unclassified"
"3109",8035473106,"GCA_002269085.1","Pseudomonas lundensis",NA,NA,"aerobically stored beef",NA,NA,NA,NA,"Engineered","Food production","Unclassified","Meat products","Unclassified"
"3110",2597489885,"GCA_000264555.1","Pseudomonas chlororaphis","Free living","Rhizosphere, Soil","soil in Utah, USA",NA,"Agricultural, Antibiotic production",NA,NA,"Environmental","Terrestrial","Unclassified","Soil","Unclassified"
"3111",2574180134,"GCA_000629385.1","Pseudomonas aeruginosa",NA,NA,NA,NA,"Medical","Homo sapiens",NA,"Host-associated","Mammals: Human","Unclassified","Unclassified","Unclassified"
"3112",2636415602,"GCA_001259595.1","Pseudomonas sp. 250J",NA,NA,NA,NA,"Industrial",NA,NA,NA,NA,NA,NA,NA
"3113",2919125081,"GCA_031455555.1","Pseudomonas psychrotolerans",NA,NA,"transgenic sorghum/grain sorghum rhizosphere",NA,NA,"Sorghum",NA,"Host-associated","Plants","Rhizosphere","Roots","Unclassified"
"3114",2885842184,"GCA_002112255.1","Pseudomonas sp. R5(2017)",NA,NA,"rhizosphere soil from sugare cane field",NA,"Agricultural",NA,NA,"Environmental","Terrestrial","Loam","Soil","Agricultural soil"
"3115",8011160308,"GCA_018704125.1","Pseudomonas boanensis",NA,NA,"Fresh water",NA,"Environmental",NA,NA,"Environmental","Aquatic","Unclassified","Freshwater","Unclassified"
"3116",2713896861,"GCA_001401005.1","Pseudomonas syringae",NA,NA,NA,NA,"Evolution",NA,NA,NA,NA,NA,NA,NA
"3117",2667527928,"GCA_001439785.1","Pseudomonas poae",NA,NA,"phyllosphere of grasses",NA,"Evolution",NA,NA,"Host-associated","Plants","Unclassified","Phyllosphere","Unclassified"
"3118",2663762771,"GCA_900110655.1","Pseudomonas soli",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3119",2687453597,"GCA_001661075.1","Pseudomonas silesiensis",NA,NA,"peaty soil used in a biological wastewater treatment plant exploited by a pesticide packaging company",NA,NA,NA,NA,"Engineered","Sewage treatment plant","Unclassified","Wastewater","Unclassified"
"3120",2791355515,"GCA_002980075.1","Pseudomonas sp. MYb13",NA,NA,"Rotting apple",NA,"Model Organism","Caenorhabditis elegans MY316",NA,"Host-associated","Invertebrates","Unclassified","Nematoda","Unclassified"
"3121",2516493000,NA,"Pseudomonas aeruginosa",NA,"Host, Human","human airways",NA,"Human Pathogen","Homo sapiens","Cystic Fibrosis","Host-associated","Mammals: Human","Unclassified","Respiratory system","Unclassified"
"3122",2939015008,"GCA_009363395.1","Pseudomonas sp. THAF187a",NA,NA,"Surface of a polyethylene microplastic particle present in tank 6 of a marine aquarium containing stony-coral fragments and water maintained at 26 degree C",NA,"Environmental",NA,NA,"Environmental","Aquatic","Unclassified","Marine","Unclassified"
"3123",8045098810,"GCA_001400875.1","Pseudomonas amygdali",NA,NA,NA,NA,"Evolution",NA,NA,NA,NA,NA,NA,NA
"3124",2667528170,NA,"Pseudomonas sp. NFACC50-1",NA,NA,"single colony isolate",NA,NA,NA,NA,"Host-associated","Plants","Rhizoplane","Roots","Endophytes"
"3125",2648501891,"GCA_000786485.1","Pseudomonas aeruginosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3126",2728368930,"GCA_001538045.1","Pseudomonas amygdali",NA,NA,"bleeding canker",NA,"Evolution",NA,NA,NA,NA,NA,NA,NA
"3127",2913615354,NA,"Pseudomonas sp. PvP089",NA,NA,"Switchgrass leaf surface",NA,NA,"Panicum virgatum",NA,"Host-associated","Plants","Phylloplane/Leaf surface","Phyllosphere","Unclassified"
"3128",2897202802,"GCA_902329575.1","Pseudomonas carnis",NA,NA,"meat",NA,NA,"meat",NA,"Engineered","Food production","Unclassified","Meat products","Unclassified"
"3129",2548877050,"GCA_000265035.1","Pseudomonas aeruginosa",NA,"Soil","Soil","Opportunistic Pathogen",NA,NA,NA,"Environmental","Terrestrial","Unclassified","Soil","Unclassified"
"3130",2740892066,"GCA_001554625.1","Pseudomonas aeruginosa",NA,NA,"Sputum",NA,"Medical","Homo sapiens",NA,"Host-associated","Mammals: Human","Sputum/Phlegm","Respiratory system","Unclassified"
"3131",2524614589,"GCA_000452845","Pseudomonas syringae","Free living","Biofilm, Epilithon","Palisade falls, near Bozeman, Montana",NA,"Agricultural",NA,NA,"Environmental","Aquatic","Unclassified","Freshwater","Unclassified"
"3132",2599185300,"GCA_900110355.1","Pseudomonas sp. NFACC39-1",NA,NA,"single colony isolate",NA,NA,NA,NA,"Host-associated","Plants","Rhizoplane","Roots","Endophytes"
"3133",2648501419,"GCA_001020715.1","Pseudomonas fluorescens",NA,NA,NA,NA,"Medical",NA,NA,NA,NA,NA,NA,NA
"3134",2893624226,"GCA_024169225.1","Pseudomonas marginalis",NA,NA,"Soil",NA,NA,NA,NA,"Environmental","Terrestrial","Unclassified","Soil","Unclassified"
"3135",2687453446,"GCA_001586155.1","Pseudomonas citronellolis",NA,NA,"phyllosphere material",NA,"Environmental",NA,NA,"Host-associated","Plants","Unclassified","Phyllosphere","Unclassified"
"3136",2675902957,"GCA_900106005.1","Pseudomonas mediterranea",NA,NA,"pith necrosis on tomato plant",NA,NA,NA,NA,"Host-associated","Plants","Unclassified","Unclassified","Unclassified"
"3137",2597489950,"GCA_000484545.1","Pseudomonas aeruginosa",NA,NA,NA,NA,"Medical",NA,NA,NA,NA,NA,NA,NA
"3138",2740892096,"GCA_001555015.1","Pseudomonas aeruginosa",NA,NA,"Sputum",NA,"Medical","Homo sapiens",NA,"Host-associated","Mammals: Human","Sputum/Phlegm","Respiratory system","Unclassified"
"3139",2548876982,"GCA_000257605.1","Pseudomonas sp. R62",NA,NA,NA,NA,"Agricultural","Triticum aestivum",NA,"Host-associated","Plants","Unclassified","Unclassified","Unclassified"
"3140",2508501064,"GCA_000145825.1","Pseudomonas syringae","Free living","Plants",NA,"Pathogen","Agricultural, Plant Pathogen",NA,"Plant rot",NA,NA,NA,NA,NA
"3141",8035193235,"GCA_003225755.1","Pseudomonas jessenii",NA,NA,NA,NA,"Environmental",NA,NA,NA,NA,NA,NA,NA
"3142",8054578176,"GCA_021560075.1","Pseudomonas juntendi",NA,NA,"urine",NA,NA,"Homo sapiens",NA,"Host-associated","Mammals: Human","Urine","Urinary system","Unclassified"
"3143",2684622643,"GCA_001483235.1","Pseudomonas aeruginosa",NA,NA,"formation water of oilfield produced fluid",NA,"Environmental",NA,NA,"Environmental","Aquatic","Unclassified","Unclassified","Unclassified"
"3144",2523533506,"GCA_000514355.1","Pseudomonas sp. LAMO17WK12:I4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3145",2713897220,"GCA_001269545.1","Pseudomonas sp. CMR5c",NA,NA,NA,NA,"Environmental",NA,NA,NA,NA,NA,NA,NA
"3146",2574179764,"GCA_000698765.1","Pseudomonas aeruginosa",NA,NA,NA,NA,"Environmental",NA,NA,NA,NA,NA,NA,NA
"3147",2690316151,"GCA_001181665.1","Pseudomonas aeruginosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3148",2571042765,"GCA_000582595.1","Pseudomonas sp. BAY1663",NA,NA,NA,NA,"Environmental",NA,NA,NA,NA,NA,NA,NA
"3149",2923134673,"GCA_004526365.1","Pseudomonas sp. S150",NA,NA,"tobacco",NA,NA,NA,NA,"Host-associated","Plants","Unclassified","Unclassified","Unclassified"
"3150",8052481722,"GCA_001750465.1","Pseudomonas putida",NA,NA,NA,NA,NA,"Saccharum officinarum",NA,"Host-associated","Plants","Unclassified","Unclassified","Unclassified"
"3151",2505313056,NA,"Pseudomonas syringae","Free living","Plants","Cucumis sativus",NA,"Evolution, Plant Pathogen","Cucumis sativus","Angular leaf spot","Host-associated","Plants","Unclassified","Unclassified","Unclassified"
"3152",2579778756,"GCA_000481325.1","Pseudomonas aeruginosa",NA,NA,NA,NA,"Medical","Homo sapiens",NA,"Host-associated","Mammals: Human","Unclassified","Unclassified","Unclassified"
"3153",2630968874,"GCA_001020625.1","Pseudomonas lundensis",NA,NA,NA,NA,"Medical",NA,NA,NA,NA,NA,NA,NA
"3154",2740892077,"GCA_001554745.1","Pseudomonas aeruginosa",NA,NA,"Sputum",NA,"Medical","Homo sapiens",NA,"Host-associated","Mammals: Human","Sputum/Phlegm","Respiratory system","Unclassified"
"3155",2700989436,"GCA_000412415.1","Pseudomonas aeruginosa",NA,NA,NA,NA,"Medical",NA,NA,NA,NA,NA,NA,NA
"3156",2687453538,"GCA_001636055.1","Pseudomonas putida",NA,NA,NA,NA,"Industrial",NA,NA,NA,NA,NA,NA,NA
"3157",2885984810,"GCA_001945375.1","Pseudomonas sp. PA1(2017)",NA,NA,"flower",NA,"Agricultural","Piper auritum",NA,"Host-associated","Plants","Unclassified","Unclassified","Unclassified"
